ID;​​Manufacturer;​Model;​Type Designator;​Description;​Engine Type;​Engine Count;​​WTC
8225;ROBIN;R-200;HR20;LandPlane;Piston;1;L
8226;ROBIN;R-300;R300;LandPlane;Piston;1;L
8227;ROBIN;R-1180 Aiglon;R100;LandPlane;Piston;1;L
8228;ROBIN;R-2100 Super Club;R200;LandPlane;Piston;1;L
8229;ROBIN;R-2112 Alpha;R200;LandPlane;Piston;1;L
8230;ROBIN;R-2120 Alpha;R200;LandPlane;Piston;1;L
8231;ROBIN;R-2160 Alpha Sport;R200;LandPlane;Piston;1;L
8232;ROBIN;R-3000;R300;LandPlane;Piston;1;L
8233;ROBIN;R-3100;R300;LandPlane;Piston;1;L
8234;ROBIN;R-3120;R300;LandPlane;Piston;1;L
8235;ROBIN;R-3140;R300;LandPlane;Piston;1;L
8236;ROBIN;Regent;DR40;LandPlane;Piston;1;L
8237;ROBIN;Remo 180;DR40;LandPlane;Piston;1;L
8238;ROBIN;Remo 200;DR40;LandPlane;Piston;1;L
8239;ROBIN;Remo 212;DR40;LandPlane;Piston;1;L
8240;ROBIN;Remorqueur;DR40;LandPlane;Piston;1;L
8241;ROBIN;Royal;HR10;LandPlane;Piston;1;L
8242;ROBIN;Safari;HR10;LandPlane;Piston;1;L
8243;ROBIN;Super Club;R200;LandPlane;Piston;1;L
8244;ROBIN;Tiara;HR10;LandPlane;Piston;1;L
8245;ROBIN;X-4;X4;LandPlane;Piston;1;L
8246;ROBIN;DR-400 Ecoflyer;DR40;LandPlane;Piston;1;L
8247;ROBIN;Ecoflyer;DR40;LandPlane;Piston;1;L
8248;ROBINSON;Astro;R44;Helicopter;Piston;1;L
8249;ROBINSON;Beta;R22;Helicopter;Piston;1;L
8250;ROBINSON;Clipper;R44;Helicopter;Piston;1;L
8251;ROBINSON;Mariner;R22;Helicopter;Piston;1;L
8252;ROBINSON;R-22;R22;Helicopter;Piston;1;L
8253;ROBINSON;R-22 Beta;R22;Helicopter;Piston;1;L
8254;ROBINSON;R-22 Mariner;R22;Helicopter;Piston;1;L
8255;ROBINSON;R-44 Astro;R44;Helicopter;Piston;1;L
8256;ROBINSON;R-44 Clipper;R44;Helicopter;Piston;1;L
8257;ROBINSON;R-44 Raven;R44;Helicopter;Piston;1;L
8258;ROBINSON;Raven;R44;Helicopter;Piston;1;L
8259;ROBINSON;R-66;R66;Helicopter;Turboprop/Turboshaft;1;L
8260;ROCK;Krähe;KRAH;LandPlane;Piston;1;L
8261;ROCKET;Rocket 185;R185;LandPlane;Piston;1;L
8262;ROCKWELL;112 Alpine Commander;AC11;LandPlane;Piston;1;L
8263;ROCKWELL;112 Commander 112;AC11;LandPlane;Piston;1;L
8264;ROCKWELL;114 Commander 114;AC11;LandPlane;Piston;1;L
8265;ROCKWELL;114 Gran Turismo Commander;AC11;LandPlane;Piston;1;L
8266;ROCKWELL;500 Shrike Commander;AC50;LandPlane;Piston;2;L
8267;ROCKWELL;685 Commander 685;AC6L;LandPlane;Piston;2;L
8268;ROCKWELL;690 Jetprop Commander 840;AC90;LandPlane;Turboprop/Turboshaft;2;L
8269;ROCKWELL;690 Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
8270;ROCKWELL;695 Jetprop Commander 980;AC95;LandPlane;Turboprop/Turboshaft;2;L
8271;ROCKWELL;695 Jetprop Commander 1000;AC95;LandPlane;Turboprop/Turboshaft;2;L
8272;ROCKWELL;700 Commander 700;RC70;LandPlane;Piston;2;L
8273;ROCKWELL;710 Commander 710;RC70;LandPlane;Piston;2;L
8274;ROCKWELL;AC-130 Spectre;C130;LandPlane;Turboprop/Turboshaft;4;M
8275;ROCKWELL;Alpine Commander;AC11;LandPlane;Piston;1;L
8276;ROCKWELL;B-1 Lancer;B1;LandPlane;Jet;4;H
8277;ROCKWELL;Bronco;V10;LandPlane;Turboprop/Turboshaft;2;L
8278;ROCKWELL;Buckeye;T2;LandPlane;Jet;2;L
8279;ROCKWELL;Commander 112;AC11;LandPlane;Piston;1;L
8280;ROCKWELL;Commander 114;AC11;LandPlane;Piston;1;L
8281;ROCKWELL;Commander 685;AC6L;LandPlane;Piston;2;L
8282;ROCKWELL;Commander 700;RC70;LandPlane;Piston;2;L
8283;ROCKWELL;Commander 710;RC70;LandPlane;Piston;2;L
8284;ROCKWELL;Gran Turismo Commander;AC11;LandPlane;Piston;1;L
8285;ROCKWELL;Jetprop Commander 840;AC90;LandPlane;Turboprop/Turboshaft;2;L
8286;ROCKWELL;Jetprop Commander 980;AC95;LandPlane;Turboprop/Turboshaft;2;L
8287;ROCKWELL;Jetprop Commander 1000;AC95;LandPlane;Turboprop/Turboshaft;2;L
8288;ROCKWELL;Lancer;B1;LandPlane;Jet;4;H
8289;ROCKWELL;NA-265 Sabre 40;SBR1;LandPlane;Jet;2;M
8290;ROCKWELL;NA-265 Sabre 60;SBR1;LandPlane;Jet;2;M
8291;ROCKWELL;NA-265 Sabre 65;SBR1;LandPlane;Jet;2;M
8292;ROCKWELL;NA-265 Sabre 75;SBR2;LandPlane;Jet;2;M
8293;ROCKWELL;NA-265 Sabre 80;SBR2;LandPlane;Jet;2;M
8294;ROCKWELL;OV-10 Bronco;V10;LandPlane;Turboprop/Turboshaft;2;L
8295;ROCKWELL;S-2 Thrush Commander;SS2P;LandPlane;Piston;1;L
8296;ROCKWELL;Sabre 40;SBR1;LandPlane;Jet;2;M
8297;ROCKWELL;Sabre 60;SBR1;LandPlane;Jet;2;M
8298;ROCKWELL;Sabre 65;SBR1;LandPlane;Jet;2;M
8299;ROCKWELL;Sabre 75;SBR2;LandPlane;Jet;2;M
8300;ROCKWELL;Sabre 80;SBR2;LandPlane;Jet;2;M
8301;ROCKWELL;Shrike Commander;AC50;LandPlane;Piston;2;L
8302;ROCKWELL;Spectre;C130;LandPlane;Turboprop/Turboshaft;4;M
8303;ROCKWELL;T-2 Buckeye;T2;LandPlane;Jet;2;L
8304;ROCKWELL;Thrush Commander;SS2P;LandPlane;Piston;1;L
8305;ROCKWELL;Turbo Commander 690;AC90;LandPlane;Turboprop/Turboshaft;2;L
8306;ROGERSON HILLER;Hauler;UH12;Helicopter;Piston;1;L
8307;ROGERSON HILLER;Hornet;FH11;Helicopter;Turboprop/Turboshaft;1;L
8308;ROGERSON HILLER;Pegasus;FH11;Helicopter;Turboprop/Turboshaft;1;L
8309;ROGERSON HILLER;RH-1100 Hornet;FH11;Helicopter;Turboprop/Turboshaft;1;L
8310;ROGERSON HILLER;RH-1100 Pegasus;FH11;Helicopter;Turboprop/Turboshaft;1;L
8311;ROGERSON HILLER;UH-12E Hauler;UH12;Helicopter;Piston;1;L
8312;ROKO AERO;NG-4 Prodigy 4;NG4;LandPlane;Piston;1;L
8313;ROKO AERO;NG-4;NG4;LandPlane;Piston;1;L
8314;ROLAND;CH-602 Zodiac;CH60;LandPlane;Piston;1;L
8315;ROLAND;Zodiac;CH60;LandPlane;Piston;1;L
8316;ROLAND;601 Zodiac;CH60;LandPlane;Piston;1;L
8317;ROLAND;Z-602 Zodiac;CH60;LandPlane;Piston;1;L
8318;ROLAND;Z-602;CH60;LandPlane;Piston;1;L
8319;ROLAND;701 Stol;CH70;LandPlane;Piston;1;L
8320;ROLAND;S-Stol;CH70;LandPlane;Piston;1;L
8321;ROLAND;Stol;CH70;LandPlane;Piston;1;L
8322;ROLLADEN-SCHNEIDER;LS-8T;LS8;LandPlane;Piston;1;L
8323;ROLLADEN-SCHNEIDER;LS-9;LS9;LandPlane;Piston;1;L
8324;ROLLASON;Beta;BETA;LandPlane;Piston;1;L
8325;ROLLASON;Condor;D6CR;LandPlane;Piston;1;L
8326;ROLLASON;D-31 Turbulent;D31;LandPlane;Piston;1;L
8327;ROLLASON;D-62 Condor;D6CR;LandPlane;Piston;1;L
8328;ROLLASON;Turbulent;D31;LandPlane;Piston;1;L
8329;ROMAERO;BN-2B Islander;BN2P;LandPlane;Piston;2;L
8330;ROMAERO;BN-2T Defender 4000;BN2T;LandPlane;Turboprop/Turboshaft;2;L
8331;ROMAERO;BN-2T Turbine Islander;BN2T;LandPlane;Turboprop/Turboshaft;2;L
8332;ROMAERO;Defender 4000;BN2T;LandPlane;Turboprop/Turboshaft;2;L
8333;ROMAERO;Islander;BN2P;LandPlane;Piston;2;L
8334;ROMAERO;Turbine Islander;BN2T;LandPlane;Turboprop/Turboshaft;2;L
8335;ROTARY AIR FORCE;RAF-2000;RAF2;Gyrocopter;Piston;1;L
8336;ROTEC;Panther 2;PANT;LandPlane;Piston;1;L
8337;ROTEC;Panther Plus;PANT;LandPlane;Piston;1;L
8338;ROTEC;Sea Panther;PANT;LandPlane;Piston;1;L
8339;ROTORSMART;HeliSmart;HSMT;Helicopter;Piston;1;L
8340;ROTORSPORT;MT-03;MT;Gyrocopter;Piston;1;L
8341;ROTORSPORT;MTOSport;MT;Gyrocopter;Piston;1;L
8342;ROTORSPORT;Calidus;CDUS;Gyrocopter;Piston;1;L
8343;ROTORSPORT;Cavalon;CLON;Gyrocopter;Piston;1;L
8344;ROTORTEC;Cloud Dancer 2;CLD2;Gyrocopter;Piston;1;L
8345;ROTORWAY;A-600 Talon;A600;Helicopter;Piston;1;L
8346;ROTORWAY;Eagle 300T;EGL3;Helicopter;Turboprop/Turboshaft;1;L
8347;ROTORWAY;Exec;EXEC;Helicopter;Piston;1;L
8348;ROTORWAY;JetExec;EXEJ;Helicopter;Turboprop/Turboshaft;1;L
8349;ROTORWAY;Scorpion;SCOR;Helicopter;Piston;1;L
8350;ROUCHAUD;CP-301 Emeraude;CP30;LandPlane;Piston;1;L
8351;ROUCHAUD;Emeraude;CP30;LandPlane;Piston;1;L
8352;ROUSSEAU;CP-301 Emeraude;CP30;LandPlane;Piston;1;L
8353;ROUSSEAU;Emeraude;CP30;LandPlane;Piston;1;L
8354;RTAF;Chandra;RTA4;LandPlane;Piston;1;L
8355;RTAF;Fantrainer;FANT;LandPlane;Piston;1;L
8356;RTAF;RTAF-4 Chandra;RTA4;LandPlane;Piston;1;L
8357;RUAG;AS-532 Cougar;AS32;Helicopter;Turboprop/Turboshaft;2;M
8358;RUAG;Cougar;AS32;Helicopter;Turboprop/Turboshaft;2;M
8359;RUAG;Dornier 228;D228;LandPlane;Turboprop/Turboshaft;2;L
8360;RUAG;Dornier 328 JET Envoy;J328;LandPlane;Jet;2;M
8361;RUPERT;R-11;R11;LandPlane;Piston;1;L
8362;RUSCHMEYER;MF-85;R90R;LandPlane;Piston;1;L
8363;RUSCHMEYER;R-90-230FG;R90F;LandPlane;Piston;1;L
8364;RUSCHMEYER;R-90-230RG;R90R;LandPlane;Piston;1;L
8365;RUSCHMEYER;R-90-420AT;R90T;LandPlane;Turboprop/Turboshaft;1;L
8366;RUSSO;Savage;SAVG;LandPlane;Piston;1;L
8367;RUTAN;33 VariEze;VEZE;LandPlane;Piston;1;L
8368;RUTAN;40 Defiant;DEFI;LandPlane;Piston;2;L
8369;RUTAN;61 Long-EZ;LGEZ;LandPlane;Piston;1;L
8370;RUTAN;77 Solitaire;SOLI;LandPlane;Piston;1;L
8371;RUTAN;151 Ares;ARES;LandPlane;Jet;1;L
8372;RUTAN;202 Boomerang;BOOM;LandPlane;Piston;2;L
8373;RUTAN;281 Proteus;PRTS;LandPlane;Jet;2;L
8374;RUTAN;Ares;ARES;LandPlane;Jet;1;L
8375;RUTAN;Boomerang;BOOM;LandPlane;Piston;2;L
8376;RUTAN;Cozy;COZY;LandPlane;Piston;1;L
8377;RUTAN;Defiant;DEFI;LandPlane;Piston;2;L
8378;RUTAN;Long-EZ;LGEZ;LandPlane;Piston;1;L
8379;RUTAN;Proteus;PRTS;LandPlane;Jet;2;L
8380;RUTAN;Solitaire;SOLI;LandPlane;Piston;1;L
8381;RUTAN;VariEze;VEZE;LandPlane;Piston;1;L
8382;RUTAN;VariViggen;VVIG;LandPlane;Piston;1;L
